StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
297	308	GO:0032502	development	Biologic Development	C0678723
465	476	GO:0032502	development	Biologic Development	C0678723
518	546	GO:0042060	wound healing	Wound Healing	C0043240
1219	1260	GO:0009058	anabolism	Anabolism	C0220781
1337	1346	GO:0009058	anabolism	Anabolism	C0220781
1481	1508	GO:0042983	amyloid precursor protein biosynthetic process		C1327111
1544	1581	GO:0009058	anabolism	Anabolism	C0220781
2334	2359	GO:0007567	parturition	Birth	C0005615
2334	2359	GO:0000003	reproduction	Reproduction	C0035150
2594	2597	GO:0007601	vision	Vision	C0042789
2827	2894	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
3210	3252	GO:0050890	cognition	Cognition	C0009240
3280	3329	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
3371	3402	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
3731	3760	GO:0003824	enzyme activity		C0243102
3974	4029	GO:0004857	enzyme inhibitor activity		C1152555
4250	4261	GO:0032502	development	Biologic Development	C0678723
4407	4427	GO:0003904	photoreactivating enzyme activity		C2257086
4706	4717	GO:0032502	development	Biologic Development	C0678723
5560	5580	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
5560	5580	GO:0061650	ubiquitin-like protein conjugating enzyme activity		C1151884
5560	5580	GO:0019775	FAT10 conjugating enzyme activity		C1151887
5560	5580	GO:0019777	Atg12 conjugating enzyme activity		C2612339
5560	5580	GO:0072496	Pup conjugating enzyme activity		C3156549
5560	5580	GO:0019787	ubiquitin-like protein transferase activity		C3888074
5560	5580	GO:0004842	ubiquitin-protein transferase activity		C3888151
5560	5580	GO:0061657	UFM1 conjugating enzyme activity		C3889565
5560	5580	GO:0019789	SUMO conjugating enzyme activity		C3889566
5560	5580	GO:0019788	NEDD8 conjugating enzyme activity		C3889567
5560	5580	GO:0061658	URM1 conjugating enzyme activity		C3889568
5560	5580	GO:0061653	E2	ISG15 conjugating enxyme activity	C3889569
6062	6101	GO:0005579	membrane attack complex location		C1167383
6126	6137	GO:0005579	membrane attack complex location		C1167383
