StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
0	87	GO:0045595	regulation of cell differentiation		C1160033
176	199	GO:0022008	neural cell differentiation		C2755962
271	281	GO:0007049	cell cycle	Cell Cycle	C0007586
271	286	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
300	322	GO:0070997	neuron death		C2754100
326	349	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
388	430	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
503	507	GO:0005623	cell	Cells	C0007634
547	556	GO:0097194	apoptosis	Apoptosis	C0162638
569	627	GO:0000988	transcription factor activity		C1148759
651	655	GO:0005623	cell	Cells	C0007634
712	716	GO:0005623	cell	Cells	C0007634
897	903	GO:0048511	rhythm	rhythmic process 	C1523018
992	1048	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
1082	1130	GO:0035003	subapical complex location		C1325744
1294	1325	GO:0044838	cell quiescence		C3820815
1443	1477	GO:0035003	subapical complex location		C1325744
1535	1567	GO:0022008	neural cell differentiation		C2755962
1730	1746	GO:0008181	tumor suppressor	tumor suppressor activity	C1325410
1788	1824	GO:0000988	transcription factor activity		C1148759
1863	1933	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
1943	1983	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
2131	2161	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
2262	2276	GO:0008219	cell death	Cell Death	C0007587
2286	2295	GO:0097194	apoptosis	Apoptosis	C0162638
2310	2337	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
2360	2364	GO:0005623	cell	Cells	C0007634
2547	2582	GO:0030182	neuron differentiation		C1159970
2547	2582	GO:0022008	neural cell differentiation		C2755962
2610	2614	GO:0005623	cell	Cells	C0007634
2654	2674	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
2709	2745	GO:0007049	cell cycle	Cell Cycle	C0007586
2709	2745	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
2825	2877	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
