StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
50	59	GO:0051235	retention	cellular entity retention	C1753315
157	177	GO:0009289	pilus	Bacterial Fimbria	C0031921
238	247	GO:0097194	apoptosis	Apoptosis	C0162638
261	299	GO:0060117	auditory receptor cell development		C2262876
306	344	GO:0043121	neurotrophin binding		C1323315
356	402	GO:0007600	sensory perception	Esthesia	C0036658
467	478	GO:0060384	innervation	innervation aspect	C1619351
479	520	GO:0043121	neurotrophin binding		C1323315
531	539	GO:0007567	parturition	Birth	C0005615
582	618	GO:0007600	sensory perception	Esthesia	C0036658
704	732	GO:0043121	neurotrophin binding		C1323315
762	773	GO:0060384	innervation	innervation aspect	C1619351
833	879	GO:0070451	cell hair		C2678510
941	974	GO:0070451	cell hair		C2678510
975	1024	GO:0007600	sensory perception	Esthesia	C0036658
1025	1063	GO:0070451	cell hair		C2678510
1106	1131	GO:0007600	sensory perception	Esthesia	C0036658
1216	1263	GO:0007600	sensory perception	Esthesia	C0036658
1268	1298	GO:0097683	dinoflagellate apex		C3890171
1311	1339	GO:0009289	pilus	Bacterial Fimbria	C0031921
1428	1454	GO:0009289	pilus	Bacterial Fimbria	C0031921
1516	1555	GO:0043121	neurotrophin binding		C1323315
1610	1631	GO:0007600	sensory perception	Esthesia	C0036658
1667	1673	GO:0007567	parturition	Birth	C0005615
1674	1745	GO:0043524	neuron survival		C1819944
1774	1789	GO:0043583	ear development		C1656421
1807	1818	GO:0009289	pilus	Bacterial Fimbria	C0031921
1832	1843	GO:0060384	innervation	innervation aspect	C1619351
1858	1869	GO:0060384	innervation	innervation aspect	C1619351
1920	1964	GO:0060119	inner ear receptor cell development		C2262878
1998	2018	GO:0032502	development	Biologic Development	C0678723
2062	2088	GO:0009289	pilus	Bacterial Fimbria	C0031921
2128	2132	GO:0005623	cell	Cells	C0007634
2218	2265	GO:0070451	cell hair		C2678510
2274	2283	GO:0097194	apoptosis	Apoptosis	C0162638
2301	2358	GO:0032502	development	Biologic Development	C0678723
2427	2431	GO:0005623	cell	Cells	C0007634
2789	2800	GO:0060384	innervation	innervation aspect	C1619351
2837	2848	GO:0032502	development	Biologic Development	C0678723
2853	2890	GO:0035315	hair cell differentiation		C1622762
2923	2959	GO:0043121	neurotrophin binding		C1323315
