StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
181	191	GO:0008152	metabolism	Metabolism	C0025519
192	257	GO:1902698	acidogenesis		C3823112
582	596	GO:0007567	parturition	Birth	C0005615
582	596	GO:0000003	reproduction	Reproduction	C0035150
601	633	GO:0009790	embryo development	Embryonic Development	C0013936
669	740	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
829	872	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
829	872	GO:0061650	ubiquitin-like protein conjugating enzyme activity		C1151884
829	872	GO:0019775	FAT10 conjugating enzyme activity		C1151887
829	872	GO:0019777	Atg12 conjugating enzyme activity		C2612339
829	872	GO:0072496	Pup conjugating enzyme activity		C3156549
829	872	GO:0019787	ubiquitin-like protein transferase activity		C3888074
829	872	GO:0004842	ubiquitin-protein transferase activity		C3888151
829	872	GO:0061657	UFM1 conjugating enzyme activity		C3889565
829	872	GO:0019789	SUMO conjugating enzyme activity		C3889566
829	872	GO:0019788	NEDD8 conjugating enzyme activity		C3889567
829	872	GO:0061658	URM1 conjugating enzyme activity		C3889568
829	872	GO:0061653	E2	ISG15 conjugating enxyme activity	C3889569
992	1054	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
1066	1110	GO:0007567	parturition	Birth	C0005615
1066	1110	GO:0000003	reproduction	Reproduction	C0035150
1147	1195	GO:0003863	branched chain keto acid dehydrogenase activity		C2256842
1196	1216	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
1196	1216	GO:0061650	ubiquitin-like protein conjugating enzyme activity		C1151884
1196	1216	GO:0019775	FAT10 conjugating enzyme activity		C1151887
1196	1216	GO:0019777	Atg12 conjugating enzyme activity		C2612339
1196	1216	GO:0072496	Pup conjugating enzyme activity		C3156549
1196	1216	GO:0019787	ubiquitin-like protein transferase activity		C3888074
1196	1216	GO:0004842	ubiquitin-protein transferase activity		C3888151
1196	1216	GO:0061657	UFM1 conjugating enzyme activity		C3889565
1196	1216	GO:0019789	SUMO conjugating enzyme activity		C3889566
1196	1216	GO:0019788	NEDD8 conjugating enzyme activity		C3889567
1196	1216	GO:0061658	URM1 conjugating enzyme activity		C3889568
1196	1216	GO:0061653	E2	ISG15 conjugating enxyme activity	C3889569
1225	1285	GO:1902698	acidogenesis		C3823112
1286	1314	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
1347	1387	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
1347	1387	GO:0061650	ubiquitin-like protein conjugating enzyme activity		C1151884
1347	1387	GO:0019775	FAT10 conjugating enzyme activity		C1151887
1347	1387	GO:0019777	Atg12 conjugating enzyme activity		C2612339
1347	1387	GO:0072496	Pup conjugating enzyme activity		C3156549
1347	1387	GO:0019787	ubiquitin-like protein transferase activity		C3888074
1347	1387	GO:0004842	ubiquitin-protein transferase activity		C3888151
1347	1387	GO:0061657	UFM1 conjugating enzyme activity		C3889565
1347	1387	GO:0019789	SUMO conjugating enzyme activity		C3889566
1347	1387	GO:0019788	NEDD8 conjugating enzyme activity		C3889567
1347	1387	GO:0061658	URM1 conjugating enzyme activity		C3889568
1347	1387	GO:0061653	E2	ISG15 conjugating enxyme activity	C3889569
1388	1427	GO:0004842	ubiquitin conjugating enzyme activity		C1151883
1388	1427	GO:0061650	ubiquitin-like protein conjugating enzyme activity		C1151884
1388	1427	GO:0019775	FAT10 conjugating enzyme activity		C1151887
1388	1427	GO:0019777	Atg12 conjugating enzyme activity		C2612339
1388	1427	GO:0072496	Pup conjugating enzyme activity		C3156549
1388	1427	GO:0019787	ubiquitin-like protein transferase activity		C3888074
1388	1427	GO:0004842	ubiquitin-protein transferase activity		C3888151
1388	1427	GO:0061657	UFM1 conjugating enzyme activity		C3889565
1388	1427	GO:0019789	SUMO conjugating enzyme activity		C3889566
1388	1427	GO:0019788	NEDD8 conjugating enzyme activity		C3889567
1388	1427	GO:0061658	URM1 conjugating enzyme activity		C3889568
1388	1427	GO:0061653	E2	ISG15 conjugating enxyme activity	C3889569
1467	1514	GO:0003863	branched chain keto acid dehydrogenase activity		C2256842
1606	1652	GO:1902698	acidogenesis		C3823112
