StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
65	124	GO:0007567	parturition	Birth	C0005615
65	124	GO:0000003	reproduction	Reproduction	C0035150
215	252	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
330	390	GO:0007567	parturition	Birth	C0005615
330	390	GO:0000003	reproduction	Reproduction	C0035150
638	653	GO:0010467	gene expression	Gene Expression	C0017262
691	710	GO:0007567	parturition	Birth	C0005615
691	710	GO:0000003	reproduction	Reproduction	C0035150
1019	1044	GO:0007567	parturition	Birth	C0005615
1019	1044	GO:0000003	reproduction	Reproduction	C0035150
1133	1152	GO:0007567	parturition	Birth	C0005615
1133	1152	GO:0000003	reproduction	Reproduction	C0035150
1238	1268	GO:0007567	parturition	Birth	C0005615
1238	1268	GO:0000003	reproduction	Reproduction	C0035150
1327	1352	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
1538	1562	GO:0007567	parturition	Birth	C0005615
1538	1562	GO:0000003	reproduction	Reproduction	C0035150
1834	1861	GO:0007567	parturition	Birth	C0005615
1834	1861	GO:0000003	reproduction	Reproduction	C0035150
1876	1916	GO:0007601	vision	Vision	C0042789
2048	2078	GO:0007567	parturition	Birth	C0005615
2048	2078	GO:0000003	reproduction	Reproduction	C0035150
2146	2173	GO:0007567	parturition	Birth	C0005615
2146	2173	GO:0000003	reproduction	Reproduction	C0035150
2601	2627	GO:0007567	parturition	Birth	C0005615
2601	2627	GO:0000003	reproduction	Reproduction	C0035150
2807	2843	GO:0007567	parturition	Birth	C0005615
2807	2843	GO:0000003	reproduction	Reproduction	C0035150
2895	2924	GO:0007567	parturition	Birth	C0005615
2895	2924	GO:0000003	reproduction	Reproduction	C0035150
2961	2992	GO:0007567	parturition	Birth	C0005615
2961	2992	GO:0000003	reproduction	Reproduction	C0035150
3210	3278	GO:0007567	parturition	Birth	C0005615
3210	3278	GO:0000003	reproduction	Reproduction	C0035150
3323	3332	GO:0007567	parturition	Birth	C0005615
3323	3332	GO:0000003	reproduction	Reproduction	C0035150
3440	3465	GO:0043687	post-translational protein modification	Post-Translational Protein Processing	C0033666
3440	3465	GO:0006464	protein modification process		C2263112
3655	3670	GO:0010467	gene expression	Gene Expression	C0017262
3789	3804	GO:0010467	gene expression	Gene Expression	C0017262
3880	3891	GO:0032502	development	Biologic Development	C0678723
3893	3898	GO:0007567	parturition	Birth	C0005615
3893	3898	GO:0000003	reproduction	Reproduction	C0035150
3977	4008	GO:0007567	parturition	Birth	C0005615
3977	4008	GO:0000003	reproduction	Reproduction	C0035150
4089	4093	GO:0005623	cell	Cells	C0007634
4241	4246	GO:0007567	parturition	Birth	C0005615
4241	4246	GO:0000003	reproduction	Reproduction	C0035150
4241	4246	GO:0007567	parturition	Birth	C0005615
4241	4246	GO:0000003	reproduction	Reproduction	C0035150
4452	4456	GO:0005623	cell	Cells	C0007634
4612	4617	GO:0007567	parturition	Birth	C0005615
4612	4617	GO:0000003	reproduction	Reproduction	C0035150
4762	4785	GO:0007567	parturition	Birth	C0005615
4762	4785	GO:0000003	reproduction	Reproduction	C0035150
4857	4882	GO:0007567	parturition	Birth	C0005615
4857	4882	GO:0000003	reproduction	Reproduction	C0035150
4894	4909	GO:0010467	gene expression	Gene Expression	C0017262
5085	5127	GO:0007567	parturition	Birth	C0005615
5085	5127	GO:0000003	reproduction	Reproduction	C0035150
5470	5485	GO:0010467	gene expression	Gene Expression	C0017262
5564	5593	GO:0007567	parturition	Birth	C0005615
5564	5593	GO:0000003	reproduction	Reproduction	C0035150
6174	6222	GO:0003904	photoreactivating enzyme activity		C2257086
6457	6460	GO:0043739	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
6703	6714	GO:0032502	development	Biologic Development	C0678723
6882	6897	GO:0010467	gene expression	Gene Expression	C0017262
8300	8311	GO:0009877	nodulation		C1160630
8448	8505	GO:0005020	stem cell factor receptor activity		C1150635
8544	8559	GO:0010467	gene expression	Gene Expression	C0017262
8564	8573	GO:0007610	behavior	Behavior	C0004927
8643	8666	GO:0007567	parturition	Birth	C0005615
8643	8666	GO:0000003	reproduction	Reproduction	C0035150
8831	8852	GO:0007567	parturition	Birth	C0005615
8831	8852	GO:0000003	reproduction	Reproduction	C0035150
8942	8971	GO:0007567	parturition	Birth	C0005615
8942	8971	GO:0000003	reproduction	Reproduction	C0035150
9118	9133	GO:0010467	gene expression	Gene Expression	C0017262
9234	9264	GO:0007567	parturition	Birth	C0005615
9234	9264	GO:0000003	reproduction	Reproduction	C0035150
9663	9702	GO:0007567	parturition	Birth	C0005615
9663	9702	GO:0000003	reproduction	Reproduction	C0035150
9704	9732	GO:0007567	parturition	Birth	C0005615
9704	9732	GO:0000003	reproduction	Reproduction	C0035150
9778	9793	GO:0010467	gene expression	Gene Expression	C0017262
9815	9856	GO:0007567	parturition	Birth	C0005615
9815	9856	GO:0000003	reproduction	Reproduction	C0035150
9873	9903	GO:0007567	parturition	Birth	C0005615
9873	9903	GO:0000003	reproduction	Reproduction	C0035150
9936	10031	GO:0010467	gene expression	Gene Expression	C0017262
10073	10140	GO:0007567	parturition	Birth	C0005615
10073	10140	GO:0000003	reproduction	Reproduction	C0035150
10141	10179	GO:0003673	Gene_Ontology	Gene Ontology	C1138831
10334	10346	GO:0007567	parturition	Birth	C0005615
10334	10346	GO:0000003	reproduction	Reproduction	C0035150
11057	11089	GO:0007567	parturition	Birth	C0005615
11057	11089	GO:0000003	reproduction	Reproduction	C0035150
11155	11166	GO:0032502	development	Biologic Development	C0678723
11643	11653	GO:0005694	chromosome	Chromosomes	C0008633
11886	11900	GO:0033736	L-lysine 6-oxidase activity		C2247199
12494	12504	GO:0005694	chromosome	Chromosomes	C0008633
12903	12913	GO:0005694	chromosome	Chromosomes	C0008633
12969	12979	GO:0005694	chromosome	Chromosomes	C0008633
13040	13050	GO:0005694	chromosome	Chromosomes	C0008633
13104	13114	GO:0005694	chromosome	Chromosomes	C0008633
13164	13174	GO:0005694	chromosome	Chromosomes	C0008633
13214	13260	GO:0007567	parturition	Birth	C0005615
13214	13260	GO:0000003	reproduction	Reproduction	C0035150
13278	13293	GO:0010467	gene expression	Gene Expression	C0017262
13488	13508	GO:0007567	parturition	Birth	C0005615
13488	13508	GO:0000003	reproduction	Reproduction	C0035150
13754	13812	GO:0007567	parturition	Birth	C0005615
13754	13812	GO:0000003	reproduction	Reproduction	C0035150
13841	13856	GO:0010467	gene expression	Gene Expression	C0017262
13990	13999	GO:0007567	parturition	Birth	C0005615
13990	13999	GO:0000003	reproduction	Reproduction	C0035150
14141	14150	GO:0007567	parturition	Birth	C0005615
14141	14150	GO:0000003	reproduction	Reproduction	C0035150
14222	14255	GO:0007567	parturition	Birth	C0005615
14222	14255	GO:0000003	reproduction	Reproduction	C0035150
14350	14397	GO:0007567	parturition	Birth	C0005615
14350	14397	GO:0000003	reproduction	Reproduction	C0035150
14433	14450	GO:0007567	parturition	Birth	C0005615
14433	14450	GO:0000003	reproduction	Reproduction	C0035150
14466	14475	GO:0007567	parturition	Birth	C0005615
14466	14475	GO:0000003	reproduction	Reproduction	C0035150
14513	14529	GO:0007567	parturition	Birth	C0005615
14513	14529	GO:0000003	reproduction	Reproduction	C0035150
14613	14636	GO:0007567	parturition	Birth	C0005615
14613	14636	GO:0000003	reproduction	Reproduction	C0035150
14637	14660	GO:0007567	parturition	Birth	C0005615
14637	14660	GO:0000003	reproduction	Reproduction	C0035150
14775	14822	GO:0007567	parturition	Birth	C0005615
14775	14822	GO:0000003	reproduction	Reproduction	C0035150
14836	14895	GO:0007567	parturition	Birth	C0005615
14836	14895	GO:0000003	reproduction	Reproduction	C0035150
14908	14917	GO:0007567	parturition	Birth	C0005615
14908	14917	GO:0000003	reproduction	Reproduction	C0035150
15107	15116	GO:0007567	parturition	Birth	C0005615
15107	15116	GO:0000003	reproduction	Reproduction	C0035150
15238	15251	GO:0007567	parturition	Birth	C0005615
15238	15251	GO:0000003	reproduction	Reproduction	C0035150
15320	15354	GO:0007567	parturition	Birth	C0005615
15320	15354	GO:0000003	reproduction	Reproduction	C0035150
15372	15401	GO:0007567	parturition	Birth	C0005615
15372	15401	GO:0000003	reproduction	Reproduction	C0035150
15402	15415	GO:0007567	parturition	Birth	C0005615
15402	15415	GO:0000003	reproduction	Reproduction	C0035150
15473	15491	GO:0007567	parturition	Birth	C0005615
15473	15491	GO:0000003	reproduction	Reproduction	C0035150
15506	15540	GO:0007567	parturition	Birth	C0005615
15506	15540	GO:0000003	reproduction	Reproduction	C0035150
15637	15688	GO:0007567	parturition	Birth	C0005615
15637	15688	GO:0000003	reproduction	Reproduction	C0035150
15794	15809	GO:0010467	gene expression	Gene Expression	C0017262
15843	15893	GO:0007567	parturition	Birth	C0005615
15843	15893	GO:0000003	reproduction	Reproduction	C0035150
15894	15911	GO:0007567	parturition	Birth	C0005615
15894	15911	GO:0000003	reproduction	Reproduction	C0035150
15980	15995	GO:0010467	gene expression	Gene Expression	C0017262
16035	16044	GO:0007567	parturition	Birth	C0005615
16035	16044	GO:0000003	reproduction	Reproduction	C0035150
16038	16043	GO:0007567	parturition	Birth	C0005615
16038	16043	GO:0000003	reproduction	Reproduction	C0035150
16110	16139	GO:0010467	gene expression	Gene Expression	C0017262
16261	16276	GO:0006955	immune response	Immune response	C0301872
16298	16306	GO:0007567	parturition	Birth	C0005615
16298	16306	GO:0000003	reproduction	Reproduction	C0035150
16398	16409	GO:0007567	parturition	Birth	C0005615
16398	16409	GO:0000003	reproduction	Reproduction	C0035150
16436	16451	GO:0006955	immune response	Immune response	C0301872
16453	16471	GO:0031090	organelle membrane		C1621975
16476	16489	GO:0005576	extracellular	Extracellular	C0521119
16529	16537	GO:0007567	parturition	Birth	C0005615
16529	16537	GO:0000003	reproduction	Reproduction	C0035150
16582	16593	GO:0007567	parturition	Birth	C0005615
16582	16593	GO:0000003	reproduction	Reproduction	C0035150
16613	16635	GO:0005911	intercellular junction	Intercellular Junctions	C0021721
16637	16664	GO:0007567	parturition	Birth	C0005615
16637	16664	GO:0000003	reproduction	Reproduction	C0035150
16713	16767	GO:0007567	parturition	Birth	C0005615
16713	16767	GO:0000003	reproduction	Reproduction	C0035150
16768	16779	GO:0007567	parturition	Birth	C0005615
16768	16779	GO:0000003	reproduction	Reproduction	C0035150
16808	16832	GO:0046651	lymphocyte proliferation		C0596873
16834	16851	GO:0042110	T cell activation	T-Cell Activation	C1155065
16853	16868	GO:0005515	protein binding	Protein Binding	C0033618
16925	16936	GO:0007567	parturition	Birth	C0005615
16925	16936	GO:0000003	reproduction	Reproduction	C0035150
16988	16996	GO:0007567	parturition	Birth	C0005615
16988	16996	GO:0000003	reproduction	Reproduction	C0035150
17107	17143	GO:0007567	parturition	Birth	C0005615
17107	17143	GO:0000003	reproduction	Reproduction	C0035150
17145	17192	GO:0007567	parturition	Birth	C0005615
17145	17192	GO:0000003	reproduction	Reproduction	C0035150
17206	17266	GO:0007567	parturition	Birth	C0005615
17206	17266	GO:0000003	reproduction	Reproduction	C0035150
17279	17337	GO:0007567	parturition	Birth	C0005615
17279	17337	GO:0000003	reproduction	Reproduction	C0035150
17338	17402	GO:0007567	parturition	Birth	C0005615
17338	17402	GO:0000003	reproduction	Reproduction	C0035150
17402	17413	GO:0007567	parturition	Birth	C0005615
17402	17413	GO:0000003	reproduction	Reproduction	C0035150
17481	17507	GO:0007567	parturition	Birth	C0005615
17481	17507	GO:0000003	reproduction	Reproduction	C0035150
17608	17618	GO:0005694	chromosome	Chromosomes	C0008633
17780	17796	GO:0007567	parturition	Birth	C0005615
17780	17796	GO:0000003	reproduction	Reproduction	C0035150
17892	17962	GO:0007567	parturition	Birth	C0005615
17892	17962	GO:0000003	reproduction	Reproduction	C0035150
18001	18018	GO:0007567	parturition	Birth	C0005615
18001	18018	GO:0000003	reproduction	Reproduction	C0035150
18071	18093	GO:0007567	parturition	Birth	C0005615
18071	18093	GO:0000003	reproduction	Reproduction	C0035150
18120	18130	GO:0007567	parturition	Birth	C0005615
18120	18130	GO:0000003	reproduction	Reproduction	C0035150
18237	18264	GO:0007567	parturition	Birth	C0005615
18237	18264	GO:0000003	reproduction	Reproduction	C0035150
18269	18283	GO:0007567	parturition	Birth	C0005615
18269	18283	GO:0000003	reproduction	Reproduction	C0035150
18332	18342	GO:0007567	parturition	Birth	C0005615
18332	18342	GO:0000003	reproduction	Reproduction	C0035150
18429	18439	GO:0007567	parturition	Birth	C0005615
18429	18439	GO:0000003	reproduction	Reproduction	C0035150
18541	18564	GO:0007567	parturition	Birth	C0005615
18541	18564	GO:0000003	reproduction	Reproduction	C0035150
18669	18689	GO:0007567	parturition	Birth	C0005615
18669	18689	GO:0000003	reproduction	Reproduction	C0035150
18897	18919	GO:0035556	protein kinase cascade		C1155502
18938	18973	GO:0007567	parturition	Birth	C0005615
18938	18973	GO:0000003	reproduction	Reproduction	C0035150
18974	19019	GO:0007567	parturition	Birth	C0005615
18974	19019	GO:0000003	reproduction	Reproduction	C0035150
19445	19474	GO:0007567	parturition	Birth	C0005615
19445	19474	GO:0000003	reproduction	Reproduction	C0035150
20196	20221	GO:0007567	parturition	Birth	C0005615
