StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
0	26	GO:0000988	transcription factor activity		C1148759
59	69	GO:0006281	DNA repair	DNA Repair	C0012899
407	433	GO:0007567	parturition	Birth	C0005615
407	433	GO:0000003	reproduction	Reproduction	C0035150
506	510	GO:0005623	cell	Cells	C0007634
569	617	GO:0005623	cell	Cells	C0007634
658	668	GO:0006281	DNA repair	DNA Repair	C0012899
680	720	GO:0007567	parturition	Birth	C0005615
680	720	GO:0000003	reproduction	Reproduction	C0035150
775	785	GO:0006281	DNA repair	DNA Repair	C0012899
819	845	GO:0000988	transcription factor activity		C1148759
922	957	GO:0000988	transcription factor activity		C1148759
1030	1081	GO:0000988	transcription factor activity		C1148759
1082	1120	GO:0007567	parturition	Birth	C0005615
1082	1120	GO:0000003	reproduction	Reproduction	C0035150
1219	1232	GO:0006351	transcription	Transcription, Genetic	C0040649
1290	1300	GO:0006281	DNA repair	DNA Repair	C0012899
1419	1445	GO:0000988	transcription factor activity		C1148759
1519	1529	GO:0006281	DNA repair	DNA Repair	C0012899
1697	1718	GO:0007567	parturition	Birth	C0005615
1697	1718	GO:0000003	reproduction	Reproduction	C0035150
1745	1749	GO:0004784	superoxide dismutase activity		C1151619
1812	1838	GO:0000988	transcription factor activity		C1148759
1839	1885	GO:0007567	parturition	Birth	C0005615
1839	1885	GO:0000003	reproduction	Reproduction	C0035150
2146	2170	GO:0000988	transcription factor activity		C1148759
2208	2221	GO:0006351	transcription	Transcription, Genetic	C0040649
2245	2255	GO:0006281	DNA repair	DNA Repair	C0012899
2342	2353	GO:0032502	development	Biologic Development	C0678723
2379	2416	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
2421	2431	GO:0006281	DNA repair	DNA Repair	C0012899
2726	2744	GO:0003910	DNA repair enzyme activity		C1325315
2837	2841	GO:0005623	cell	Cells	C0007634
2879	2883	GO:0005623	cell	Cells	C0007634
2897	2964	GO:0007567	parturition	Birth	C0005615
2897	2964	GO:0000003	reproduction	Reproduction	C0035150
3040	3073	GO:0005623	cell	Cells	C0007634
3107	3132	GO:0006805	xenobiotic metabolism		C1154744
3194	3233	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
3298	3323	GO:0030164	protein denaturation	Protein Denaturation	C0033627
3365	3400	GO:0005634	cell nucleus	Cell Nucleus	C0007610
3431	3449	GO:0003910	DNA repair enzyme activity		C1325315
3435	3441	GO:0042060	wound healing	Wound Healing	C0043240
3638	3708	GO:0007567	parturition	Birth	C0005615
3638	3708	GO:0000003	reproduction	Reproduction	C0035150
3990	4000	GO:0006281	DNA repair	DNA Repair	C0012899
4057	4067	GO:0007567	parturition	Birth	C0005615
4057	4067	GO:0000003	reproduction	Reproduction	C0035150
4128	4138	GO:0004784	superoxide dismutase activity		C1151619
4198	4204	GO:0007567	parturition	Birth	C0005615
4198	4204	GO:0000003	reproduction	Reproduction	C0035150
4223	4236	GO:0006351	transcription	Transcription, Genetic	C0040649
4379	4438	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
4443	4453	GO:0006281	DNA repair	DNA Repair	C0012899
4470	4496	GO:0000988	transcription factor activity		C1148759
4509	4553	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
4571	4582	GO:0032502	development	Biologic Development	C0678723
4641	4679	GO:0000988	transcription factor activity		C1148759
4680	4747	GO:0007567	parturition	Birth	C0005615
4680	4747	GO:0000003	reproduction	Reproduction	C0035150
4910	4920	GO:0006281	DNA repair	DNA Repair	C0012899
5885	5898	GO:0034062	transcriptase	Transcriptase activity	C2257077
6060	6094	GO:0007567	parturition	Birth	C0005615
6060	6094	GO:0000003	reproduction	Reproduction	C0035150
6276	6312	GO:0005020	stem cell factor receptor activity		C1150635
6462	6478	GO:0007567	parturition	Birth	C0005615
6462	6478	GO:0000003	reproduction	Reproduction	C0035150
6564	6585	GO:0007567	parturition	Birth	C0005615
6564	6585	GO:0000003	reproduction	Reproduction	C0035150
6616	6665	GO:0007567	parturition	Birth	C0005615
6616	6665	GO:0000003	reproduction	Reproduction	C0035150
7741	7766	GO:0007567	parturition	Birth	C0005615
7741	7766	GO:0000003	reproduction	Reproduction	C0035150
