StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
29	71	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
150	158	GO:0007567	parturition	Birth	C0005615
150	158	GO:0000003	reproduction	Reproduction	C0035150
172	185	GO:0006351	transcription	Transcription, Genetic	C0040649
420	473	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
474	503	GO:0060419	heart growth		C2610568
554	566	GO:0005739	mitochondria	Mitochondria	C0026237
554	600	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
734	746	GO:0005739	mitochondria	Mitochondria	C0026237
734	754	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
1074	1095	GO:0019013	nucleocapsid	viral nucleocapsid location	C1167518
1283	1295	GO:0005739	mitochondria	Mitochondria	C0026237
1283	1367	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
1322	1365	GO:0010467	gene expression	Gene Expression	C0017262
1489	1505	GO:0005773	vacuole	Vacuole	C0042219
1655	1671	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
1732	1744	GO:0005739	mitochondria	Mitochondria	C0026237
1732	1765	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
1870	1876	GO:0007567	parturition	Birth	C0005615
1887	1899	GO:0005739	mitochondria	Mitochondria	C0026237
1921	1939	GO:0007165	signal transduction	Signal Transduction	C0037083
1921	1939	GO:0023052	biological signaling		C3537152
1944	1957	GO:0006351	transcription	Transcription, Genetic	C0040649
2034	2046	GO:0005739	mitochondria	Mitochondria	C0026237
2066	2078	GO:0005739	mitochondria	Mitochondria	C0026237
2091	2101	GO:0008152	metabolism	Metabolism	C0025519
2158	2171	GO:0006351	transcription	Transcription, Genetic	C0040649
2187	2197	GO:0005777	peroxisome		C0752063
2352	2375	GO:0006355	transcriptional control	Transcriptional Regulation	C1158770
2417	2429	GO:0005739	mitochondria	Mitochondria	C0026237
2417	2439	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
2444	2454	GO:0009058	anabolism	Anabolism	C0220781
2557	2615	GO:0045444	adipogenesis	Adipogenesis	C0596843
2772	2785	GO:0006351	transcription	Transcription, Genetic	C0040649
2815	2856	GO:0000988	transcription factor activity		C1148759
2857	2895	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
3088	3100	GO:0005739	mitochondria	Mitochondria	C0026237
3088	3120	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
3266	3278	GO:0005739	mitochondria	Mitochondria	C0026237
3266	3319	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
3289	3335	GO:0010467	gene expression	Gene Expression	C0017262
3532	3542	GO:0008152	metabolism	Metabolism	C0025519
3670	3682	GO:0005739	mitochondria	Mitochondria	C0026237
3708	3720	GO:0005739	mitochondria	Mitochondria	C0026237
3708	3743	GO:0000001	mitochondrial inheritance	Mitochondrial Inheritance	C0887941
3772	3827	GO:0006390	transcription from mitochondrial promoter		C1158805
3873	3897	GO:0004879	nuclear hormone receptor	nuclear hormone receptor activity	C1753269
3961	3982	GO:0045444	adipogenesis	Adipogenesis	C0596843
3987	4016	GO:0048740	myogenesis	Myogenesis	C0596997
4056	4128	GO:0006390	transcription from mitochondrial promoter		C1158805
4194	4238	GO:0006390	transcription from mitochondrial promoter		C1158805
4239	4304	GO:0006390	transcription from mitochondrial promoter		C1158805
4309	4320	GO:0006260	DNA replication	DNA Replication	C0598312
4478	4490	GO:0005739	mitochondria	Mitochondria	C0026237
4599	4626	GO:0000266	mitochondrial proliferation	Mitochondrial proliferation	C2259852
4631	4674	GO:0009058	anabolism	Anabolism	C0220781
4701	4713	GO:0030484	muscle fiber	Muscle Fibers	C0242697
4797	4809	GO:0005739	mitochondria	Mitochondria	C0026237
4856	4924	GO:0097009	energy homeostasis		C3157043
