StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
0	7	GO:0007567	parturition	Birth	C0005615
0	7	GO:0000003	reproduction	Reproduction	C0035150
116	155	GO:0015074	DNA integration	DNA Integration	C1158478
217	222	GO:0007567	parturition	Birth	C0005615
217	222	GO:0000003	reproduction	Reproduction	C0035150
276	322	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
674	714	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
870	885	GO:0010467	gene expression	Gene Expression	C0017262
1029	1074	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
1168	1197	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
1433	1483	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
1440	1447	GO:0007567	parturition	Birth	C0005615
1440	1447	GO:0000003	reproduction	Reproduction	C0035150
1877	1920	GO:0007567	parturition	Birth	C0005615
1877	1920	GO:0000003	reproduction	Reproduction	C0035150
1921	1944	GO:0007548	sex differentiation	Sex Differentiation	C0036874
2255	2270	GO:0007567	parturition	Birth	C0005615
2255	2270	GO:0000003	reproduction	Reproduction	C0035150
2349	2364	GO:0010467	gene expression	Gene Expression	C0017262
2470	2483	GO:0006351	transcription	Transcription, Genetic	C0040649
2628	2638	GO:0005694	chromosome	Chromosomes	C0008633
2750	2784	GO:0007567	parturition	Birth	C0005615
2750	2784	GO:0000003	reproduction	Reproduction	C0035150
2824	2861	GO:0007567	parturition	Birth	C0005615
2824	2861	GO:0000003	reproduction	Reproduction	C0035150
3267	3279	GO:0009405	pathogenesis	Pathogenesis	C0699748
3312	3320	GO:0007610	behavior	Behavior	C0004927
3343	3377	GO:0007567	parturition	Birth	C0005615
3343	3377	GO:0000003	reproduction	Reproduction	C0035150
3417	3438	GO:0007567	parturition	Birth	C0005615
3417	3438	GO:0000003	reproduction	Reproduction	C0035150
3476	3509	GO:0007567	parturition	Birth	C0005615
3476	3509	GO:0000003	reproduction	Reproduction	C0035150
3640	3655	GO:0010467	gene expression	Gene Expression	C0017262
3761	3775	GO:0007567	parturition	Birth	C0005615
3761	3775	GO:0000003	reproduction	Reproduction	C0035150
4103	4128	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
4200	4232	GO:0007567	parturition	Birth	C0005615
4200	4232	GO:0000003	reproduction	Reproduction	C0035150
4244	4300	GO:0007567	parturition	Birth	C0005615
4244	4300	GO:0000003	reproduction	Reproduction	C0035150
4301	4319	GO:0007567	parturition	Birth	C0005615
4301	4319	GO:0000003	reproduction	Reproduction	C0035150
4332	4354	GO:0007567	parturition	Birth	C0005615
4332	4354	GO:0000003	reproduction	Reproduction	C0035150
4522	4570	GO:0007567	parturition	Birth	C0005615
4522	4570	GO:0000003	reproduction	Reproduction	C0035150
4736	4783	GO:0098687	chromosome region	Region of chromosome	C1953345
4797	4816	GO:0007567	parturition	Birth	C0005615
4797	4816	GO:0000003	reproduction	Reproduction	C0035150
4886	4889	GO:0007601	vision	Vision	C0042789
5004	5019	GO:0010467	gene expression	Gene Expression	C0017262
5078	5093	GO:0010467	gene expression	Gene Expression	C0017262
5179	5224	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
5290	5308	GO:0007567	parturition	Birth	C0005615
5290	5308	GO:0000003	reproduction	Reproduction	C0035150
5325	5368	GO:0015074	DNA integration	DNA Integration	C1158478
5402	5440	GO:0007567	parturition	Birth	C0005615
