StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
57	70	GO:0001739	sex chromatin	Sex Chromatin	C0036867
91	103	GO:0007140	male meiosis		C1155808
115	128	GO:0007276	gametogenesis	Gametogenesis	C0017001
115	128	GO:0048229	gametophyte development		C1326810
200	220	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
282	296	GO:0000803	sex chromosome	Sex Chromosomes	C0036869
378	412	GO:0051321	meiotic cell cycle		C1657605
413	465	GO:1902795	heterochromatin domain assembly		C3823292
470	477	GO:0001741	XY body		C1325556
483	490	GO:0001741	XY body		C1325556
510	518	GO:0051324	prophase	Prophase	C0033464
510	538	GO:0000088	mitotic prophase	Mitotic Prophase	C1155732
536	549	GO:0001739	sex chromatin	Sex Chromatin	C0036867
587	603	GO:0051321	meiotic cell cycle		C1657605
792	799	GO:0001741	XY body		C1325556
807	816	GO:0000239	pachytene		C1155826
863	875	GO:0007140	male meiosis		C1155808
895	910	GO:0051321	meiotic cell cycle		C1657605
915	928	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
977	984	GO:0001741	XY body		C1325556
1043	1047	GO:0005623	cell	Cells	C0007634
1057	1066	GO:0097194	apoptosis	Apoptosis	C0162638
1106	1110	GO:0005623	cell	Cells	C0007634
1166	1170	GO:0005623	cell	Cells	C0007634
1186	1199	GO:0001739	sex chromatin	Sex Chromatin	C0036867
1248	1263	GO:0000792	heterochromatin	Heterochromatin	C0019397
1359	1393	GO:0051179	establishment and maintenance of localization		C1744691
1401	1408	GO:0001741	XY body		C1325556
1417	1430	GO:0001739	sex chromatin	Sex Chromatin	C0036867
1509	1522	GO:0001739	sex chromatin	Sex Chromatin	C0036867
1622	1677	GO:0005711	meiotic chromosome	Meiotic chromosome	C1166682
1693	1706	GO:0001739	sex chromatin	Sex Chromatin	C0036867
1823	1852	GO:0051321	meiotic cell cycle		C1657605
1860	1873	GO:0001739	sex chromatin	Sex Chromatin	C0036867
1894	1899	GO:0007567	parturition	Birth	C0005615
1894	1899	GO:0000003	reproduction	Reproduction	C0035150
1990	2001	GO:0032502	development	Biologic Development	C0678723
2098	2129	GO:0007567	parturition	Birth	C0005615
2098	2129	GO:0000003	reproduction	Reproduction	C0035150
2130	2156	GO:0007567	parturition	Birth	C0005615
2130	2156	GO:0000003	reproduction	Reproduction	C0035150
2211	2235	GO:0005694	chromosome	Chromosomes	C0008633
2250	2325	GO:0007140	male meiosis		C1155808
2394	2406	GO:0000806	Y chromosome	Y Chromosome	C0043381
2448	2455	GO:0001741	XY body		C1325556
2503	2507	GO:0005623	cell	Cells	C0007634
2532	2539	GO:0001741	XY body		C1325556
2540	2555	GO:0051321	meiotic cell cycle		C1657605
2612	2619	GO:0001741	XY body		C1325556
2632	2677	GO:0045184	establishment of protein localization		C1158950
2740	2749	GO:0000239	pachytene		C1155826
2754	2763	GO:0000240	diplotene		C1155820
2787	2822	GO:0016569	covalent chromatin modification		C1156198
2839	2843	GO:0005623	cell	Cells	C0007634
2985	3032	GO:0050789	regulation of biological process	Regulation of biological process	C1327622
3067	3089	GO:0007548	sex differentiation	Sex Differentiation	C0036874
3131	3139	GO:0007610	behavior	Behavior	C0004927
3177	3196	GO:0019953	sexual reproduction		C0871354
3231	3245	GO:0043025	neuron cell body	Cell body of neuron	C0599444
3300	3319	GO:0019953	sexual reproduction		C0871354
3482	3498	GO:0000755	zygote formation		C0683145
3649	3666	GO:0051321	meiotic cell cycle		C1657605
3697	3722	GO:0009790	embryo development	Embryonic Development	C0013936
3812	3832	GO:0051321	meiotic cell cycle		C1657605
3887	3891	GO:0005623	cell	Cells	C0007634
3916	3937	GO:0051321	meiotic cell cycle		C1657605
3956	3974	GO:0007128	meiotic prophase I	Meiotic Prophase I	C1155818
3982	3989	GO:0003006	puberty	Puberty	C0034011
4029	4038	GO:0030728	ovulation	Ovulation	C0029965
4050	4073	GO:0000089	mitotic metaphase	Mitotic Metaphase	C0025564
4050	4073	GO:0051323	metaphase	Metaphase	C1621812
4092	4119	GO:0051321	meiotic cell cycle		C1657605
4145	4157	GO:0007140	male meiosis		C1155808
4244	4256	GO:0051321	meiotic cell cycle		C1657605
4339	4351	GO:0007140	male meiosis		C1155808
4393	4417	GO:0051321	meiotic cell cycle		C1657605
4418	4439	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
4444	4462	GO:0007129	synapsis	Chromosome Pairing	C0598501
4463	4472	GO:0045202	synapse	Synapses	C0039062
4463	4472	GO:0007129	synapsis	Chromosome Pairing	C0598501
4551	4584	GO:0051321	meiotic cell cycle		C1657605
4705	4720	GO:0000075	cell cycle checkpoint	Cell Cycle Checkpoints	C1155874
4748	4781	GO:0051321	meiotic cell cycle		C1657605
4838	4894	GO:0007567	parturition	Birth	C0005615
5017	5031	GO:0000803	sex chromosome	Sex Chromosomes	C0036869
5135	5176	GO:0010467	gene expression	Gene Expression	C0017262
5216	5257	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
5289	5293	GO:0005623	cell	Cells	C0007634
5304	5354	GO:0051321	meiotic cell cycle		C1657605
5355	5369	GO:0007128	meiotic prophase I	Meiotic Prophase I	C1155818
5375	5409	GO:0007129	synapsis	Chromosome Pairing	C0598501
5414	5438	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
5453	5473	GO:0007129	synapsis	Chromosome Pairing	C0598501
5563	5573	GO:0005694	chromosome	Chromosomes	C0008633
5635	5652	GO:0098687	chromosome region	Region of chromosome	C1953345
5688	5697	GO:0000785	chromatin	chromatin location	C1325550
5716	5723	GO:0001741	XY body		C1325556
5757	5764	GO:0001741	XY body		C1325556
5819	5857	GO:0007140	male meiosis		C1155808
5914	5921	GO:0001741	XY body		C1325556
6080	6087	GO:0001741	XY body		C1325556
6093	6107	GO:0000803	sex chromosome	Sex Chromosomes	C0036869
6160	6203	GO:0005711	meiotic chromosome	Meiotic chromosome	C1166682
6208	6215	GO:0001741	XY body		C1325556
6253	6274	GO:0019953	sexual reproduction		C0871354
6312	6326	GO:0007286	spermiogenesis	Spermiogenesis	C0232976
6400	6409	GO:0000785	chromatin	chromatin location	C1325550
6430	6443	GO:0001739	sex chromatin	Sex Chromatin	C0036867
6470	6483	GO:0001739	sex chromatin	Sex Chromatin	C0036867
6501	6537	GO:0007548	sex differentiation	Sex Differentiation	C0036874
6615	6636	GO:0032502	developmental process	Developmental process	C1511806
6668	6679	GO:0032502	development	Biologic Development	C0678723
6739	6761	GO:0007548	sex differentiation	Sex Differentiation	C0036874
6826	6831	GO:0007567	parturition	Birth	C0005615
6826	6831	GO:0000003	reproduction	Reproduction	C0035150
6886	6921	GO:0003677	DNA binding	dna binding	C1148673
6952	6976	GO:0007567	parturition	Birth	C0005615
6952	6976	GO:0000003	reproduction	Reproduction	C0035150
7005	7046	GO:0007548	sex differentiation	Sex Differentiation	C0036874
7088	7128	GO:0007567	parturition	Birth	C0005615
7088	7128	GO:0000003	reproduction	Reproduction	C0035150
7272	7317	GO:0007567	parturition	Birth	C0005615
7272	7317	GO:0000003	reproduction	Reproduction	C0035150
7423	7439	GO:0007567	parturition	Birth	C0005615
7423	7439	GO:0000003	reproduction	Reproduction	C0035150
7495	7506	GO:0007567	parturition	Birth	C0005615
7495	7506	GO:0000003	reproduction	Reproduction	C0035150
7520	7543	GO:0007548	sex differentiation	Sex Differentiation	C0036874
7557	7592	GO:0007567	parturition	Birth	C0005615
7557	7592	GO:0000003	reproduction	Reproduction	C0035150
7671	7694	GO:0007567	parturition	Birth	C0005615
7671	7694	GO:0000003	reproduction	Reproduction	C0035150
7705	7757	GO:0000003	reproduction	Reproduction	C0035150
7818	7850	GO:0007567	parturition	Birth	C0005615
7818	7850	GO:0000003	reproduction	Reproduction	C0035150
7851	7900	GO:0097537	Y-shaped link		C3821134
7941	7968	GO:0030849	autosome	Autosome	C0596142
7996	8044	GO:0008584	male gonad development		C1160271
8143	8183	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
8204	8208	GO:0005623	cell	Cells	C0007634
8222	8226	GO:0005623	cell	Cells	C0007634
8305	8314	GO:0007567	parturition	Birth	C0005615
8305	8314	GO:0000003	reproduction	Reproduction	C0035150
8344	8355	GO:0032502	development	Biologic Development	C0678723
8397	8431	GO:0007567	parturition	Birth	C0005615
8397	8431	GO:0000003	reproduction	Reproduction	C0035150
8432	8457	GO:0007548	sex differentiation	Sex Differentiation	C0036874
8493	8522	GO:0007567	parturition	Birth	C0005615
8493	8522	GO:0000003	reproduction	Reproduction	C0035150
8530	8563	GO:0007548	sex differentiation	Sex Differentiation	C0036874
8601	8613	GO:0035282	segmentation	biologic segmentation	C1524109
8687	8713	GO:0007567	parturition	Birth	C0005615
8687	8713	GO:0000003	reproduction	Reproduction	C0035150
8782	8799	GO:0007567	parturition	Birth	C0005615
8782	8799	GO:0000003	reproduction	Reproduction	C0035150
8943	8947	GO:0005623	cell	Cells	C0007634
8968	9022	GO:0043025	neuron cell body	Cell body of neuron	C0599444
9176	9185	GO:0000239	pachytene		C1155826
9259	9263	GO:0005623	cell	Cells	C0007634
9304	9317	GO:0001739	sex chromatin	Sex Chromatin	C0036867
9425	9434	GO:0000785	chromatin	chromatin location	C1325550
9468	9502	GO:0051321	meiotic cell cycle		C1657605
9601	9639	GO:0051321	meiotic cell cycle		C1657605
9796	9825	GO:0051321	meiotic cell cycle		C1657605
9826	9865	GO:0003904	photoreactivating enzyme activity		C2257086
9873	9882	GO:0000239	pachytene		C1155826
9902	9950	GO:0051321	meiotic cell cycle		C1657605
10058	10071	GO:0034062	transcriptase	Transcriptase activity	C2257077
10299	10334	GO:0008584	male gonad development		C1160271
10431	10440	GO:0000239	pachytene		C1155826
10484	10499	GO:0007283	spermatogenesis	Spermatogenesis	C0037864
10792	10807	GO:0007283	spermatogenesis	Spermatogenesis	C0037864
10858	10869	GO:0007567	parturition	Birth	C0005615
10984	11005	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
11045	11087	GO:0051179	establishment and maintenance of localization		C1744691
11123	11146	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
11209	11216	GO:0001741	XY body		C1325556
11305	11314	GO:0000239	pachytene		C1155826
11329	11344	GO:0001741	XY body		C1325556
11400	11458	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
11459	11471	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
11718	11727	GO:0000239	pachytene		C1155826
11812	11816	GO:0005623	cell	Cells	C0007634
11887	11917	GO:0044297	cell body		C2752549
11934	11938	GO:0005623	cell	Cells	C0007634
11959	11963	GO:0005623	cell	Cells	C0007634
11976	11980	GO:0005623	cell	Cells	C0007634
12015	12024	GO:0000239	pachytene		C1155826
12063	12087	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
12128	12132	GO:0005623	cell	Cells	C0007634
12217	12226	GO:0000239	pachytene		C1155826
12342	12351	GO:0000239	pachytene		C1155826
12396	12403	GO:0001741	XY body		C1325556
12437	12446	GO:0000785	chromatin	chromatin location	C1325550
12471	12485	GO:0000803	sex chromosome	Sex Chromosomes	C0036869
12502	12515	GO:0006351	transcription	Transcription, Genetic	C0040649
12605	12613	GO:0051324	prophase	Prophase	C0033464
12688	12695	GO:0001741	XY body		C1325556
12825	12832	GO:0001741	XY body		C1325556
12959	12966	GO:0001741	XY body		C1325556
12998	13005	GO:0001741	XY body		C1325556
13161	13168	GO:0001741	XY body		C1325556
13275	13282	GO:0001741	XY body		C1325556
13409	13426	GO:0051179	establishment and maintenance of localization		C1744691
13431	13471	GO:0051321	meiotic cell cycle		C1657605
13532	13545	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
13593	13603	GO:0061827	sperm head	Sperm Head	C0037844
13698	13705	GO:0001741	XY body		C1325556
13873	13901	GO:0009790	embryo development	Embryonic Development	C0013936
13945	13959	GO:0007567	parturition	Birth	C0005615
13945	13959	GO:0000003	reproduction	Reproduction	C0035150
14058	14096	GO:0007567	parturition	Birth	C0005615
14058	14096	GO:0000003	reproduction	Reproduction	C0035150
14455	14484	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
14514	14543	GO:0006412	protein biosynthesis	Protein Biosynthesis	C0597295
14626	14633	GO:0009790	embryo development	Embryonic Development	C0013936
14688	14692	GO:0005623	cell	Cells	C0007634
14763	14767	GO:0005623	cell	Cells	C0007634
15171	15205	GO:0051321	meiotic cell cycle		C1657605
15418	15442	GO:0009553	embryo sac development		C1160477
15670	15678	GO:0007610	behavior	Behavior	C0004927
16039	16067	GO:0008584	male gonad development		C1160271
16177	16192	GO:0007283	spermatogenesis	Spermatogenesis	C0037864
16394	16418	GO:0051321	meiotic cell cycle		C1657605
16648	16652	GO:0005623	cell	Cells	C0007634
16700	16704	GO:0005623	cell	Cells	C0007634
16852	16856	GO:0005623	cell	Cells	C0007634
16896	16917	GO:0051321	meiotic cell cycle		C1657605
17086	17090	GO:0005623	cell	Cells	C0007634
17204	17208	GO:0005623	cell	Cells	C0007634
17214	17246	GO:0005634	cell nucleus	Cell Nucleus	C0007610
17256	17282	GO:0097194	apoptosis	Apoptosis	C0162638
17336	17340	GO:0005623	cell	Cells	C0007634
17783	17787	GO:0005623	cell	Cells	C0007634
17899	17903	GO:0005623	cell	Cells	C0007634
18085	18101	GO:0097194	apoptosis	Apoptosis	C0162638
18159	18174	GO:0097194	apoptosis	Apoptosis	C0162638
18360	18369	GO:0000239	pachytene		C1155826
18428	18432	GO:0005623	cell	Cells	C0007634
18452	18461	GO:0097194	apoptosis	Apoptosis	C0162638
18500	18568	GO:0097194	apoptosis	Apoptosis	C0162638
18616	18637	GO:0097194	apoptosis	Apoptosis	C0162638
18759	18768	GO:0097194	apoptosis	Apoptosis	C0162638
18832	18852	GO:0097194	apoptosis	Apoptosis	C0162638
18896	18928	GO:0097194	apoptosis	Apoptosis	C0162638
19005	19009	GO:0005623	cell	Cells	C0007634
19097	19136	GO:0044297	cell body		C2752549
19226	19257	GO:0051321	meiotic cell cycle		C1657605
19279	19306	GO:0007588	excretion	Excretory function	C0221102
19310	19319	GO:0097194	apoptosis	Apoptosis	C0162638
19337	19341	GO:0005623	cell	Cells	C0007634
19345	19354	GO:0000239	pachytene		C1155826
19407	19464	GO:0007283	spermatogenesis	Spermatogenesis	C0037864
19489	19549	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
19665	19669	GO:0005623	cell	Cells	C0007634
19688	19692	GO:0005623	cell	Cells	C0007634
19747	19751	GO:0005623	cell	Cells	C0007634
19817	19821	GO:0005623	cell	Cells	C0007634
