StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
33	44	GO:0032502	development	Biologic Development	C0678723
49	78	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
211	226	GO:0010467	gene expression	Gene Expression	C0017262
293	337	GO:0007567	parturition	Birth	C0005615
293	337	GO:0000003	reproduction	Reproduction	C0035150
421	432	GO:0032502	development	Biologic Development	C0678723
604	636	GO:0048468	cell development	Cell development	C0815089
688	700	GO:0009790	embryo development	Embryonic Development	C0013936
797	860	GO:0009058	anabolism	Anabolism	C0220781
861	912	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
913	938	GO:0009790	embryo development	Embryonic Development	C0013936
1034	1046	GO:0000805	X chromosome	X Chromosome	C0043292
1195	1240	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
1355	1366	GO:0032502	development	Biologic Development	C0678723
1426	1467	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
1556	1565	GO:0000785	chromatin	chromatin location	C1325550
1612	1634	GO:0005634	cell nucleus	Cell Nucleus	C0007610
1677	1692	GO:0010467	gene expression	Gene Expression	C0017262
1694	1721	GO:0007567	parturition	Birth	C0005615
1694	1721	GO:0000003	reproduction	Reproduction	C0035150
1755	1767	GO:0000805	X chromosome	X Chromosome	C0043292
1915	1926	GO:0032502	development	Biologic Development	C0678723
2038	2042	GO:0005623	cell	Cells	C0007634
2098	2121	GO:0007567	parturition	Birth	C0005615
2098	2121	GO:0000003	reproduction	Reproduction	C0035150
2221	2232	GO:0032502	development	Biologic Development	C0678723
2333	2345	GO:0000805	X chromosome	X Chromosome	C0043292
2432	2444	GO:0000805	X chromosome	X Chromosome	C0043292
2679	2719	GO:0007567	parturition	Birth	C0005615
2679	2719	GO:0000003	reproduction	Reproduction	C0035150
2769	2815	GO:0000805	X chromosome	X Chromosome	C0043292
3049	3120	GO:0010467	gene expression	Gene Expression	C0017262
3163	3169	GO:0001524	globin	globin activity	C1149093
3180	3211	GO:0016234	inclusion body	Inclusion Bodies	C0007637
3237	3241	GO:0005623	cell	Cells	C0007634
3282	3307	GO:0016234	inclusion body	Inclusion Bodies	C0007637
3364	3400	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
3425	3481	GO:0009048	chromosome inactivation		C1621908
3543	3573	GO:0009048	dosage compensation by inactivation of X chromosome	X Chromosome Inactivation function	C0043297
3680	3689	GO:0007567	parturition	Birth	C0005615
3680	3689	GO:0000003	reproduction	Reproduction	C0035150
3755	3765	GO:0005694	chromosome	Chromosomes	C0008633
3778	3787	GO:0007567	parturition	Birth	C0005615
3778	3787	GO:0000003	reproduction	Reproduction	C0035150
4187	4222	GO:0007567	parturition	Birth	C0005615
4187	4222	GO:0000003	reproduction	Reproduction	C0035150
4253	4265	GO:0000805	X chromosome	X Chromosome	C0043292
4407	4443	GO:0007567	parturition	Birth	C0005615
4407	4443	GO:0000003	reproduction	Reproduction	C0035150
4599	4608	GO:0000785	chromatin	chromatin location	C1325550
4632	4676	GO:0006338	chromatin remodeling		C1156210
4645	4654	GO:0000785	chromatin	chromatin location	C1325550
4853	4868	GO:0000792	heterochromatin	Heterochromatin	C0019397
4880	4930	GO:1990251	nuclear body	Intranuclear body	C0230595
5026	5041	GO:0006306	DNA methylation	DNA Methylation	C0376452
5085	5100	GO:0010467	gene expression	Gene Expression	C0017262
5119	5150	GO:0019013	nucleocapsid	viral nucleocapsid location	C1167518
5221	5270	GO:0006338	chromatin remodeling		C1156210
5295	5308	GO:0006351	transcription	Transcription, Genetic	C0040649
5421	5427	GO:0001524	globin	globin activity	C1149093
5441	5498	GO:0006355	transcriptional control	Transcriptional Regulation	C1158770
5594	5605	GO:0032502	development	Biologic Development	C0678723
5660	5671	GO:0032502	development	Biologic Development	C0678723
5686	5733	GO:0007567	parturition	Birth	C0005615
5686	5733	GO:0000003	reproduction	Reproduction	C0035150
5734	5769	GO:0009790	embryo development	Embryonic Development	C0013936
5785	5789	GO:0005623	cell	Cells	C0007634
5868	5879	GO:0009790	embryo development	Embryonic Development	C0013936
5880	5901	GO:0009790	embryo development	Embryonic Development	C0013936
5929	5933	GO:0005623	cell	Cells	C0007634
5961	5981	GO:0007567	parturition	Birth	C0005615
5961	5981	GO:0000003	reproduction	Reproduction	C0035150
5982	6001	GO:0007567	parturition	Birth	C0005615
5982	6001	GO:0000003	reproduction	Reproduction	C0035150
6087	6091	GO:0005623	cell	Cells	C0007634
6164	6214	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
6234	6238	GO:0005623	cell	Cells	C0007634
6268	6306	GO:0007567	parturition	Birth	C0005615
6268	6306	GO:0000003	reproduction	Reproduction	C0035150
6528	6543	GO:0010467	gene expression	Gene Expression	C0017262
6659	6670	GO:0016049	cell growth		C0007595
7277	7281	GO:0005623	cell	Cells	C0007634
7583	7637	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
8405	8409	GO:0005623	cell	Cells	C0007634
8458	8464	GO:0040007	growth	Growth	C0018270
8469	8480	GO:0032259	methylation	Methylation	C0025723
8504	8508	GO:0005623	cell	Cells	C0007634
8640	8684	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
8735	8746	GO:0016049	cell growth		C0007595
8782	8786	GO:0005623	cell	Cells	C0007634
8947	8951	GO:0005623	cell	Cells	C0007634
9274	9278	GO:0005623	cell	Cells	C0007634
9284	9288	GO:0005623	cell	Cells	C0007634
9538	9542	GO:0005623	cell	Cells	C0007634
9731	9742	GO:0016049	cell growth		C0007595
9760	9812	GO:0007049	cell cycle	Cell Cycle	C0007586
9760	9812	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
9829	9839	GO:0007049	cell cycle	Cell Cycle	C0007586
9960	9964	GO:0005623	cell	Cells	C0007634
9984	9994	GO:0007049	cell cycle	Cell Cycle	C0007586
9984	9996	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
10038	10042	GO:0005623	cell	Cells	C0007634
10209	10213	GO:0005623	cell	Cells	C0007634
10275	10282	GO:0000278	mitosis	Mitosis	C0026255
10302	10347	GO:0007049	cell cycle	Cell Cycle	C0007586
10471	10477	GO:0040007	growth	Growth	C0018270
10512	10554	GO:0016049	cell growth		C0007595
10555	10595	GO:0042981	regulation of apoptotic process		C1148568
10608	10612	GO:0005623	cell	Cells	C0007634
10656	10689	GO:0097194	apoptosis	Apoptosis	C0162638
10767	10773	GO:0040007	growth	Growth	C0018270
10796	10800	GO:0005623	cell	Cells	C0007634
10840	10850	GO:0007049	cell cycle	Cell Cycle	C0007586
10840	10878	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
10860	10896	GO:0010942	positive regulation of cell death	Positive Regulation of Cell Death	C1516338
10976	10980	GO:0005623	cell	Cells	C0007634
11000	11043	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
11098	11104	GO:0040007	growth	Growth	C0018270
11167	11218	GO:0007049	cell cycle	Cell Cycle	C0007586
11219	11263	GO:0030154	cell differentiation	Cell Differentiation process	C0007589
11283	11336	GO:0007567	parturition	Birth	C0005615
11283	11336	GO:0000003	reproduction	Reproduction	C0035150
11383	11398	GO:0006306	DNA methylation	DNA Methylation	C0376452
11470	11527	GO:0005840	ribosome	Ribosomes	C0035553
11629	11640	GO:0032259	methylation	Methylation	C0025723
11689	11733	GO:0044028	DNA hypomethylation	Hypomethylation	C2613367
11734	11762	GO:0005840	ribosome	Ribosomes	C0035553
11786	11790	GO:0005623	cell	Cells	C0007634
11832	11836	GO:0005623	cell	Cells	C0007634
11948	11957	GO:0005840	ribosome	Ribosomes	C0035553
12011	12015	GO:0005623	cell	Cells	C0007634
12049	12095	GO:0005840	ribosome	Ribosomes	C0035553
12124	12135	GO:0032502	development	Biologic Development	C0678723
12219	12223	GO:0005623	cell	Cells	C0007634
12632	12636	GO:0005623	cell	Cells	C0007634
12648	12659	GO:0032259	methylation	Methylation	C0025723
12648	12664	GO:0006479	protein methylation	Protein methylation	C1159269
12837	12852	GO:0006306	DNA methylation	DNA Methylation	C0376452
12905	12909	GO:0005623	cell	Cells	C0007634
12913	12960	GO:0009790	embryo development	Embryonic Development	C0013936
13019	13030	GO:0032502	development	Biologic Development	C0678723
13139	13143	GO:0005623	cell	Cells	C0007634
13697	13741	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
13837	13916	GO:0010468	regulation of gene expression	Gene Expression Regulation	C0017263
13993	14032	GO:0009790	embryo development	Embryonic Development	C0013936
14132	14187	GO:0007567	parturition	Birth	C0005615
14132	14187	GO:0000003	reproduction	Reproduction	C0035150
14250	14263	GO:0006351	transcription	Transcription, Genetic	C0040649
14268	14299	GO:0006415	translational termination		C1157567
14348	14405	GO:0048468	cell development	Cell development	C0815089
14522	14570	GO:0007618	mating		C1260875
14645	14664	GO:0007567	parturition	Birth	C0005615
14701	14732	GO:0009790	embryo development	Embryonic Development	C0013936
14819	14822	GO:0007601	vision	Vision	C0042789
14836	14843	GO:0009790	embryo development	Embryonic Development	C0013936
14936	14940	GO:0060417	yolk		C2610566
14948	14960	GO:0009790	embryo development	Embryonic Development	C0013936
15308	15335	GO:0009790	embryo development	Embryonic Development	C0013936
15376	15410	GO:0009790	embryo development	Embryonic Development	C0013936
15427	15457	GO:0009790	embryo development	Embryonic Development	C0013936
15578	15607	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
15683	15721	GO:0009790	embryo development	Embryonic Development	C0013936
15750	15781	GO:0009790	embryo development	Embryonic Development	C0013936
15802	15809	GO:0042600	chorion	Chorion 	C1384315
15870	15904	GO:0020010	conoid		C1166649
16024	16028	GO:0005623	cell	Cells	C0007634
16064	16072	GO:0016020	membrane	Membrane	C0596901
16086	16124	GO:0005634	cell nucleus	Cell Nucleus	C0007610
16196	16211	GO:0000792	heterochromatin	Heterochromatin	C0019397
16270	16322	GO:0007601	vision	Vision	C0042789
16392	16410	GO:0007567	parturition	Birth	C0005615
16392	16410	GO:0000003	reproduction	Reproduction	C0035150
16427	16465	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
16503	16527	GO:0009790	embryo development	Embryonic Development	C0013936
16618	16643	GO:0009790	embryo development	Embryonic Development	C0013936
16728	16764	GO:0009790	embryo development	Embryonic Development	C0013936
16829	16836	GO:0042600	chorion	Chorion 	C1384315
16946	16977	GO:0009790	embryo development	Embryonic Development	C0013936
17006	17013	GO:0009790	embryo development	Embryonic Development	C0013936
17145	17149	GO:0060417	yolk		C2610566
17224	17260	GO:0009790	embryo development	Embryonic Development	C0013936
17559	17580	GO:0009790	embryo development	Embryonic Development	C0013936
17622	17662	GO:0009790	embryo development	Embryonic Development	C0013936
17689	17698	GO:0097194	apoptosis	Apoptosis	C0162638
17712	17757	GO:0009790	embryo development	Embryonic Development	C0013936
17824	17848	GO:0097194	apoptosis	Apoptosis	C0162638
17854	17892	GO:0009790	embryo development	Embryonic Development	C0013936
17893	17913	GO:0009790	embryo development	Embryonic Development	C0013936
17914	17959	GO:0097194	apoptosis	Apoptosis	C0162638
17982	18049	GO:0097194	apoptosis	Apoptosis	C0162638
18065	18069	GO:0005623	cell	Cells	C0007634
18084	18106	GO:0097194	apoptosis	Apoptosis	C0162638
18107	18135	GO:0009790	embryo development	Embryonic Development	C0013936
18221	18225	GO:0005623	cell	Cells	C0007634
18234	18263	GO:0097194	apoptosis	Apoptosis	C0162638
18323	18352	GO:0009790	embryo development	Embryonic Development	C0013936
18394	18465	GO:0009790	embryo development	Embryonic Development	C0013936
18474	18481	GO:0000278	mitosis	Mitosis	C0026255
18569	18599	GO:0009790	embryo development	Embryonic Development	C0013936
18626	18630	GO:0005623	cell	Cells	C0007634
18632	18660	GO:0009790	embryo development	Embryonic Development	C0013936
18632	18660	GO:0009790	embryo development	Embryonic Development	C0013936
18913	18922	GO:0097194	apoptosis	Apoptosis	C0162638
18935	18941	GO:0040007	growth	Growth	C0018270
18982	18986	GO:0005623	cell	Cells	C0007634
19001	19037	GO:0009790	embryo development	Embryonic Development	C0013936
19066	19070	GO:0005623	cell	Cells	C0007634
19086	19117	GO:0042571	immunoglobulin complex location, circulating	Immunoglobulin complex location, circulating	C3665580
19201	19220	GO:0009790	embryo development	Embryonic Development	C0013936
19249	19253	GO:0005623	cell	Cells	C0007634
19400	19409	GO:0007601	vision	Vision	C0042789
19413	19454	GO:0009790	embryo development	Embryonic Development	C0013936
19456	19498	GO:0009790	embryo development	Embryonic Development	C0013936
19559	19591	GO:0009790	embryo development	Embryonic Development	C0013936
19686	19693	GO:0009790	embryo development	Embryonic Development	C0013936
19780	19807	GO:0009790	embryo development	Embryonic Development	C0013936
19847	19880	GO:0020010	conoid		C1166649
19984	20000	GO:0009790	embryo development	Embryonic Development	C0013936
