StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
0	45	GO:0016458	gene silencing	Gene Silencing	C0598496
60	85	GO:0009058	anabolism	Anabolism	C0220781
90	126	GO:0009790	embryo development	Embryonic Development	C0013936
162	173	GO:0007567	parturition	Birth	C0005615
162	173	GO:0000003	reproduction	Reproduction	C0035150
299	311	GO:0007369	gastrulation	Gastrulation	C0259902
356	392	GO:0009790	embryo development	Embryonic Development	C0013936
480	500	GO:0009790	embryo development	Embryonic Development	C0013936
505	571	GO:0048598	embryonic morphogenesis		C1160087
612	641	GO:0010467	gene expression	Gene Expression	C0017262
661	677	GO:0009790	embryo development	Embryonic Development	C0013936
772	796	GO:0009877	nodulation		C1160630
1001	1017	GO:0060322	head development		C2610450
1032	1047	GO:0007567	parturition	Birth	C0005615
1032	1047	GO:0000003	reproduction	Reproduction	C0035150
1115	1165	GO:0009877	nodulation		C1160630
1538	1585	GO:0009790	embryo development	Embryonic Development	C0013936
1586	1647	GO:0090009	primitive streak formation		C2755416
1648	1701	GO:0045926	negative regulation of growth		C1160192
1706	1733	GO:0000988	transcription factor activity		C1148759
1811	1815	GO:0005623	cell	Cells	C0007634
1924	1935	GO:0032502	development	Biologic Development	C0678723
2623	2627	GO:0005623	cell	Cells	C0007634
2740	2800	GO:0016049	cell growth		C0007595
3059	3110	GO:0043234	protein complex location		C1523872
3155	3164	GO:0005737	cytoplasm	Cytoplasm	C0010834
3179	3194	GO:0005515	protein binding	Protein Binding	C0033618
3269	3285	GO:0042995	cellular process		C1325880
3319	3340	GO:0036454	growth factor complex		C3820623
3351	3364	GO:0006351	transcription	Transcription, Genetic	C0040649
3581	3585	GO:0005623	cell	Cells	C0007634
3769	3802	GO:0016458	gene silencing	Gene Silencing	C0598496
3855	3859	GO:0005623	cell	Cells	C0007634
3874	3929	GO:0009790	embryo development	Embryonic Development	C0013936
4031	4073	GO:0009790	embryo development	Embryonic Development	C0013936
4125	4136	GO:0032502	development	Biologic Development	C0678723
4153	4165	GO:0007369	gastrulation	Gastrulation	C0259902
4231	4243	GO:0022008	neurogenesis	Neurogenesis	C0814002
4275	4333	GO:0009790	embryo development	Embryonic Development	C0013936
4342	4391	GO:0016458	gene silencing	Gene Silencing	C0598496
4416	4427	GO:0032502	development	Biologic Development	C0678723
4449	4463	GO:0009790	embryo development	Embryonic Development	C0013936
4540	4546	GO:0009877	nodulation		C1160630
4704	4716	GO:0007369	gastrulation	Gastrulation	C0259902
4775	4779	GO:0005623	cell	Cells	C0007634
4825	4829	GO:0005623	cell	Cells	C0007634
4946	4991	GO:0009058	anabolism	Anabolism	C0220781
4996	5031	GO:0009790	embryo development	Embryonic Development	C0013936
5205	5233	GO:0009790	embryo development	Embryonic Development	C0013936
5326	5340	GO:0006826	iron transport		C1159668
5374	5385	GO:0098657	import into cell	Import into cell	C3888108
5410	5421	GO:0006897	endocytosis	Endocytosis	C0014139
5429	5469	GO:0009790	embryo development	Embryonic Development	C0013936
