StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
2	13	GO:0032502	development	Biologic Development	C0678723
54	91	GO:0000988	transcription factor activity		C1148759
111	124	GO:0006351	transcription	Transcription, Genetic	C0040649
215	222	GO:0007600	sensory perception	Esthesia	C0036658
301	341	GO:0030182	neuron differentiation		C1159970
301	341	GO:0022008	neural cell differentiation		C2755962
422	437	GO:0010467	gene expression	Gene Expression	C0017262
441	508	GO:0007600	sensory perception	Esthesia	C0036658
520	549	GO:0007567	parturition	Birth	C0005615
520	549	GO:0000003	reproduction	Reproduction	C0035150
550	603	GO:0007600	sensory perception	Esthesia	C0036658
613	617	GO:0030424	axon	Axon	C0004461
652	676	GO:0048468	terminal differentiation		C2752630
764	788	GO:0007600	sensory perception	Esthesia	C0036658
808	819	GO:0032502	development	Biologic Development	C0678723
872	953	GO:0000988	transcription factor activity		C1148759
969	993	GO:0030182	neuron differentiation		C1159970
969	993	GO:0022008	neural cell differentiation		C2755962
997	1054	GO:0043005	neurite	Neurites	C0085103
1072	1076	GO:0005623	cell	Cells	C0007634
1121	1144	GO:0032502	development	Biologic Development	C0678723
1160	1164	GO:0030424	axon	Axon	C0004461
1219	1233	GO:0007416	synaptogenesis		C0597545
1328	1341	GO:0006351	transcription	Transcription, Genetic	C0040649
1364	1368	GO:0005623	cell	Cells	C0007634
1430	1440	GO:0007049	cell cycle	Cell Cycle	C0007586
1430	1450	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
1502	1515	GO:0006351	transcription	Transcription, Genetic	C0040649
1541	1552	GO:0032502	development	Biologic Development	C0678723
1574	1584	GO:0007049	cell cycle	Cell Cycle	C0007586
1574	1590	GO:0000278	mitotic cell cycle	Mitotic Cell Cycle	C1155839
1615	1658	GO:0030182	neuron differentiation		C1159970
1615	1658	GO:0022008	neural cell differentiation		C2755962
1705	1766	GO:0007600	sensory perception	Esthesia	C0036658
1940	1975	GO:0043524	neuron survival		C1819944
2077	2118	GO:0030182	neuron differentiation		C1159970
2077	2118	GO:0022008	neural cell differentiation		C2755962
2128	2162	GO:0007567	parturition	Birth	C0005615
2128	2162	GO:0000003	reproduction	Reproduction	C0035150
2239	2250	GO:0032502	development	Biologic Development	C0678723
2291	2321	GO:0038179	neurotrophin signaling pathway	Neurotrophin Signaling Pathway	C2984256
