StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
10	38	GO:0007165	signal transduction	Signal Transduction	C0037083
10	38	GO:0023052	biological signaling		C3537152
52	70	GO:0001822	kidney development		C1171312
94	124	GO:0007567	parturition	Birth	C0005615
94	124	GO:0000003	reproduction	Reproduction	C0035150
188	216	GO:0005667	transcription factor complex		C1167128
266	323	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
327	345	GO:0001822	kidney development		C1171312
621	641	GO:0007567	parturition	Birth	C0005615
684	690	GO:0040007	growth	Growth	C0018270
712	730	GO:0001822	kidney development		C1171312
859	870	GO:0032502	development	Biologic Development	C0678723
970	1027	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
1164	1175	GO:0007567	parturition	Birth	C0005615
1164	1175	GO:0000003	reproduction	Reproduction	C0035150
1270	1274	GO:0005623	cell	Cells	C0007634
1428	1471	GO:0060675	ureteric bud morphogenesis		C2752903
1616	1672	GO:0030261	chromosome condensation	Chromosome Condensation	C1155631
1691	1709	GO:0009058	anabolism	Anabolism	C0220781
1766	1802	GO:0010467	gene expression	Gene Expression	C0017262
1895	1913	GO:0001822	kidney development		C1171312
1928	1955	GO:0007567	parturition	Birth	C0005615
1928	1955	GO:0000003	reproduction	Reproduction	C0035150
1960	2023	GO:0060675	ureteric bud morphogenesis		C2752903
2031	2049	GO:0001822	kidney development		C1171312
2260	2281	GO:0007567	parturition	Birth	C0005615
2260	2281	GO:0000003	reproduction	Reproduction	C0035150
2301	2337	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
2324	2337	GO:0007165	signal transduction	Signal Transduction	C0037083
2324	2337	GO:0023052	biological signaling		C3537152
2529	2547	GO:0001822	kidney development		C1171312
2549	2603	GO:0085030	mutualism	Mutualism	C0599514
2608	2650	GO:0001822	kidney development		C1171312
2828	2854	GO:0001822	kidney development		C1171312
2880	2914	GO:0032940	secretion by cell	Cell secretion	C1327616
2972	2976	GO:0005623	cell	Cells	C0007634
3117	3138	GO:0009058	anabolism	Anabolism	C0220781
3397	3434	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
3441	3470	GO:0007567	parturition	Birth	C0005615
3441	3470	GO:0000003	reproduction	Reproduction	C0035150
3487	3561	GO:0007567	parturition	Birth	C0005615
3610	3671	GO:0009058	anabolism	Anabolism	C0220781
3722	3736	GO:0005634	cell nucleus	Cell Nucleus	C0007610
3747	3752	GO:0005488	binding	Binding 	C1167622
3925	3938	GO:0006351	transcription	Transcription, Genetic	C0040649
4044	4082	GO:0051179	establishment and maintenance of localization		C1744691
4291	4300	GO:0007567	parturition	Birth	C0005615
4291	4300	GO:0000003	reproduction	Reproduction	C0035150
4336	4389	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
4597	4659	GO:0007567	parturition	Birth	C0005615
4597	4659	GO:0000003	reproduction	Reproduction	C0035150
4660	4713	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
4714	4760	GO:0009790	embryo development	Embryonic Development	C0013936
4768	4824	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
4875	4886	GO:0032502	development	Biologic Development	C0678723
4927	4949	GO:0007567	parturition	Birth	C0005615
5058	5110	GO:0060675	ureteric bud morphogenesis		C2752903
5115	5160	GO:0030261	chromosome condensation	Chromosome Condensation	C1155631
5191	5231	GO:0009058	anabolism	Anabolism	C0220781
5386	5426	GO:0060070	canonical Wnt signaling pathway	Canonical Wnt Signaling Pathway	C2262808
5566	5595	GO:0007567	parturition	Birth	C0005615
5566	5595	GO:0000003	reproduction	Reproduction	C0035150
5699	5733	GO:0007618	mating		C1260875
5748	5776	GO:0006310	DNA recombination	Recombination, Genetic	C0034865
5908	5923	GO:0007567	parturition	Birth	C0005615
