StartIndex	EndIndex	GO:ID	ConceptName	PreferredName	CUID
25	31	GO:0040007	growth	Growth	C0018270
111	117	GO:0040007	growth	Growth	C0018270
199	205	GO:0040007	growth	Growth	C0018270
277	287	GO:0005694	chromosome	Chromosomes	C0008633
452	497	GO:0040007	growth	Growth	C0018270
530	550	GO:0007567	parturition	Birth	C0005615
530	550	GO:0000003	reproduction	Reproduction	C0035150
831	837	GO:0040007	growth	Growth	C0018270
1132	1175	GO:0060560	developmental growth involved in morphogenesis		C2752783
1534	1593	GO:0007567	parturition	Birth	C0005615
1715	1747	GO:0007567	parturition	Birth	C0005615
1715	1747	GO:0000003	reproduction	Reproduction	C0035150
1782	1822	GO:0007567	parturition	Birth	C0005615
1782	1822	GO:0000003	reproduction	Reproduction	C0035150
1832	1861	GO:0007601	vision	Vision	C0042789
1896	1902	GO:0040007	growth	Growth	C0018270
2121	2127	GO:0040007	growth	Growth	C0018270
2225	2280	GO:0007567	parturition	Birth	C0005615
2225	2280	GO:0000003	reproduction	Reproduction	C0035150
2478	2495	GO:0007567	parturition	Birth	C0005615
2478	2495	GO:0000003	reproduction	Reproduction	C0035150
2897	2924	GO:0007567	parturition	Birth	C0005615
2897	2924	GO:0000003	reproduction	Reproduction	C0035150
2925	2972	GO:0007567	parturition	Birth	C0005615
2925	2972	GO:0000003	reproduction	Reproduction	C0035150
3550	3556	GO:0040007	growth	Growth	C0018270
3731	3766	GO:0007165	signal transduction	Signal Transduction	C0037083
3731	3766	GO:0023052	biological signaling		C3537152
3768	3772	GO:0007567	parturition	Birth	C0005615
3768	3772	GO:0000003	reproduction	Reproduction	C0035150
4168	4180	GO:0007567	parturition	Birth	C0005615
4168	4180	GO:0000003	reproduction	Reproduction	C0035150
4355	4369	GO:0007567	parturition	Birth	C0005615
4355	4369	GO:0000003	reproduction	Reproduction	C0035150
4427	4445	GO:0044237	cellular metabolic process	Metabolic Process, Cellular	C1524026
4446	4475	GO:0007567	parturition	Birth	C0005615
4446	4475	GO:0000003	reproduction	Reproduction	C0035150
4506	4512	GO:0040007	growth	Growth	C0018270
4608	4614	GO:0040007	growth	Growth	C0018270
4728	4772	GO:0040007	growth	Growth	C0018270
4963	4969	GO:0040007	growth	Growth	C0018270
5246	5275	GO:0007567	parturition	Birth	C0005615
5246	5275	GO:0000003	reproduction	Reproduction	C0035150
5846	5881	GO:0098687	chromosome region	Region of chromosome	C1953345
6208	6213	GO:0007567	parturition	Birth	C0005615
